CourseTypeBroadName,FundingGroupName,,UnitLevelCode,UnitPrimaryFOECode,UnitPrimaryFOEDetailedName,UnitPrimaryFOENarrowName,UnitPrimaryFOEBroadName, 2024 EFTSL 
Undergraduate,Domestic - C'wealth Supported,,1,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,3,20399,Information Systems Not Elsewhere Classified,Information Systems,Information Technology,1
Undergraduate,Domestic - C'wealth Supported,,2,91103,Legal Studies,Justice And Law Enforcement,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90701,Psychology,Behavioural Science,Society And Culture,0.875
Undergraduate,Domestic - C'wealth Supported,,1,10303,Astronomy,Physics And Astronomy,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90701,Psychology,Behavioural Science,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80301,Business Management,Business And Management,Management And Commerce,8.5
Undergraduate,Domestic - C'wealth Supported,,1,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90999,Law Not Elsewhere Classified,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91103,Legal Studies,Justice And Law Enforcement,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90305,History,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,1.125
Undergraduate,Domestic - C'wealth Supported,,2,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.5
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,39901,Environmental Engineering,Other Engineering And Related Technologies,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91523,Literature,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,30903,Structural Engineering,Civil Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90307,Archaeology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.375
Undergraduate,Domestic - C'wealth Supported,,3,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100705,Written Communication,Communication And Media Studies,Creative Arts,0.375
Undergraduate,Domestic - C'wealth Supported,,2,100705,Written Communication,Communication And Media Studies,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91599,Language And Literature Not Elsewhere Classified,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91599,Language And Literature Not Elsewhere Classified,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90303,Anthropology,Studies In Human Society,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,20103,Programming,Computer Science,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,2,20100,Computer Science,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,2,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90103,Policy Studies,Political Science And Policy Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,19907,Pharmacology,Other Natural And Physical Sciences,Natural And Physical Sciences,0.5
Undergraduate,Domestic - C'wealth Supported,,3,90599,Human Welfare Studies And Services Not Elsewhere Classified,Human Welfare Studies And Services,Society And Culture,2.75
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,19903,Forensic Science,Other Natural And Physical Sciences,Natural And Physical Sciences,0.875
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,90300,Studies In Human Society,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,69903,Human Movement,Other Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,2,90901,Business And Commercial Law,Law,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,91103,Legal Studies,Justice And Law Enforcement,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,1.625
Undergraduate,Domestic - C'wealth Supported,,2,80101,Accounting,Accounting,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,2,90901,Business And Commercial Law,Law,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,20103,Programming,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,6.5
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,90909,International Law,Law,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,2,90599,Human Welfare Studies And Services Not Elsewhere Classified,Human Welfare Studies And Services,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.875
Undergraduate,Domestic - C'wealth Supported,,3,80309,Industrial Relations,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91101,Justice Administration,Justice And Law Enforcement,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,20103,Programming,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,4
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91503,Northern European Languages,Language And Literature,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,90999,Law Not Elsewhere Classified,Law,Society And Culture,1.5
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,2.125
Undergraduate,Domestic - C'wealth Supported,,2,91903,Econometrics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80300,Business And Management,Business And Management,Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,2,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10701,Atmospheric Sciences,Earth Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.375
Undergraduate,Domestic - C'wealth Supported,,3,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91303,Curatorial Studies,"Librarianship, Information Management And Curatorial Studies",Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,31199,Geomatic Engineering Not Elsewhere Classified,Geomatic Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10700,Earth Sciences,Earth Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91521,Linguistics,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,2
Undergraduate,Domestic - C'wealth Supported,,1,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.75
Undergraduate,Domestic - C'wealth Supported,,3,91103,Legal Studies,Justice And Law Enforcement,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90501,Social Work,Human Welfare Studies And Services,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90307,Archaeology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90900,Law,Law,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,2,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,1
Undergraduate,Domestic - C'wealth Supported,,3,90909,International Law,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,100701,Audio Visual Studies,Communication And Media Studies,Creative Arts,0.375
Undergraduate,Domestic - C'wealth Supported,,3,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,30913,Ocean Engineering,Civil Engineering,Engineering And Related Technologies,0.25
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,5.25
Undergraduate,Domestic - C'wealth Supported,,1,20303,Database Management,Information Systems,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,4.125
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,3.125
Undergraduate,Domestic - C'wealth Supported,,1,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,2
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,1.75
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,91500,Language And Literature,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,100701,Audio Visual Studies,Communication And Media Studies,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,2.125
Undergraduate,Domestic - C'wealth Supported,,0,109999,Creative Arts Not Elsewhere Classified,Other Creative Arts,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,0,100100,Performing Arts,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,0,89999,Management And Commerce Not Elsewhere Classified,Other Management And Commerce,Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,0,89999,Management And Commerce Not Elsewhere Classified,Other Management And Commerce,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,0,91599,Language And Literature Not Elsewhere Classified,Language And Literature,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,0,91503,Northern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90303,Anthropology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80101,Accounting,Accounting,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,1,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,3.5
Undergraduate,Domestic - C'wealth Supported,,0,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,0,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,99903,Criminology,Other Society And Culture,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,2,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,3.5
Undergraduate,Domestic - C'wealth Supported,,0,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,0,91599,Language And Literature Not Elsewhere Classified,Language And Literature,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,0,91599,Language And Literature Not Elsewhere Classified,Language And Literature,Society And Culture,1
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,3.5
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,2
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,69903,Human Movement,Other Health,Health,0.375
Undergraduate,Domestic - C'wealth Supported,,2,129999,Mixed Field Programmes Not Elsewhere Classified,Other Mixed Field Programmes,Mixed Field Programmes,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.5
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,61300,Public Health,Public Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,29901,Security Science,Other Information Technology,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90701,Psychology,Behavioural Science,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10999,Biological Sciences Not Elsewhere Classified,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90701,Psychology,Behavioural Science,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,2.875
Undergraduate,Domestic - C'wealth Supported,,3,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,2,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91703,Religious Studies,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100705,Written Communication,Communication And Media Studies,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,2,100705,Written Communication,Communication And Media Studies,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,3,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,20103,Programming,Computer Science,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,3,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,3,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,3
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,1
Undergraduate,Domestic - C'wealth Supported,,2,90103,Policy Studies,Political Science And Policy Studies,Society And Culture,2.25
Undergraduate,Domestic - C'wealth Supported,,3,90103,Policy Studies,Political Science And Policy Studies,Society And Culture,1.5
Undergraduate,Domestic - C'wealth Supported,,1,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,19907,Pharmacology,Other Natural And Physical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.875
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,61300,Public Health,Public Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,2,61399,Public Health Not Elsewhere Classified,Public Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,2.625
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,1.375
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,3.875
Undergraduate,Domestic - C'wealth Supported,,1,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,3.5
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,3.625
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,4.375
Undergraduate,Domestic - C'wealth Supported,,2,19903,Forensic Science,Other Natural And Physical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91521,Linguistics,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90599,Human Welfare Studies And Services Not Elsewhere Classified,Human Welfare Studies And Services,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,3,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,2,91103,Legal Studies,Justice And Law Enforcement,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,1,91503,Northern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90999,Law Not Elsewhere Classified,Law,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,1.375
Undergraduate,Domestic - C'wealth Supported,,3,90100,Political Science And Policy Studies,Political Science And Policy Studies,Society And Culture,4
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.875
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,2,91903,Econometrics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,1,40101,Architecture,Architecture And Urban Environment,Architecture And Building,0.125
Undergraduate,Domestic - C'wealth Supported,,2,61305,Indigenous Health,Public Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90900,Law,Law,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,100701,Audio Visual Studies,Communication And Media Studies,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,1.5
